loggingTime,loggingSample,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionHeading,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,deviceID,deviceOrientationTimeStamp_since1970,deviceOrientation,label
1706570442.143215,59,315599.8582397917,0.72613525390625,-0.030792236328125,-1.109390258789062,315599.7730997917,-0.5825257301330566,1.82062554359436,-0.09780885279178619,315599.8006447917,0.2733059274595113,0.9814181517739947,0.09350837961877698,-0.9234421253204346,1.573401689529419,0.2049822062253952,0.09917932748794556,-0.008815973997116089,-0.2906240224838257,2,-0.0232896791059788,0.4719636126105954,0.1418413195714488,0.8698212170617877,0.8276547789573669,-0.0933721661567688,-0.5534158945083618,-17.08081817626953,-9.262226104736328,-4.443817138671875,-1,2,,,,,0,,,0
1706570442.243995,60,315599.9584027917,0.6322784423828125,0.007720947265625,-1.103546142578125,315599.8732637917,-1.02672266960144,0.01799657754600048,0.3169395923614502,315599.9008087917,0.3776925006249656,1.026904523052112,0.0669413158907033,-0.7330772280693054,-0.5578108429908752,0.223483607172966,-0.1831457614898682,0.06817305088043213,-0.6624608039855957,2,-0.06352577036489783,0.4876565219886513,0.1795727551936618,0.8520031975660174,0.8537847995758057,-0.06689133495092392,-0.5163111686706543,-16.63938903808594,-8.868724822998047,-6.316848754882812,-1,2,,,,,0,,,0
1706570442.343489,61,315600.0585667917,0.7305908203125,0.0017242431640625,-1.100494384765625,315599.9734277917,-0.0626218393445015,-1.457053542137146,-0.1374587863683701,315600.0009727917,0.3968315405991003,0.9000546392497432,0.05102382523336672,0.01065307296812534,-1.722641110420227,-0.06502185761928558,-0.08550304174423218,0.01755440607666969,-0.4615781307220459,2,-0.063197116113653,0.4308445142068711,0.1883113342106649,0.8802942985504242,0.7823414206504822,-0.05100169032812119,-0.6207582354545593,-17.10001373291016,-8.141304016113281,-4.470550537109375,-1,2,,,,,0,,,0
1706570442.446615,62,315600.158730625,0.8094329833984375,0.0698089599609375,-1.332473754882812,315600.0735917917,-0.3804269731044769,-2.654338836669922,-0.1511631458997726,315600.1011367917,0.405868973710332,0.661402108630077,0.02394370049080621,-0.1942110806703568,-2.786848545074463,-0.1731980443000793,0.1642571687698364,0.05009496212005615,-0.4016766548156738,2,-0.05434751630515895,0.3203022800043255,0.194417581289458,0.9255563384199305,0.6140478253364563,-0.02394141256809235,-0.7889056205749512,-18.02800750732422,-6.855720520019531,-0.464996337890625,-1,2,,,,,0,,,0
1706570442.543724,63,315600.258894625,0.6703948974609375,0.00701904296875,-1.171112060546875,315600.173754625,0.1530063301324844,-3.623000621795654,-0.3490205705165863,315600.201299625,0.3799968270353252,0.3266652372206645,0.01135618192500132,0.4072985351085663,-3.8943030834198,-0.3932114839553833,0.4930533170700073,0.069400355219841,-0.4425765872001648,2,-0.0252074269780284,0.160736667237637,0.187247479788176,0.9687449239310016,0.3208657205104828,-0.01135593745857477,-0.9470565915107727,-17.69410705566406,-5.431247711181641,4.416732788085938,-1,2,,,,,0,,,0
1706570442.647277,64,315600.359057625,0.2766571044921875,-0.10089111328125,-0.9769744873046875,315600.273918625,0.4261188209056854,-4.157352447509766,-0.526467502117157,315600.301463625,0.3214389570488439,-0.08495527158441767,0.05541937453101818,0.6065818071365356,-3.941883325576782,-0.6309946775436401,0.517446756362915,0.03138891607522964,-0.09693312644958496,2,0.03411737984402754,-0.03747172746832326,0.1586613382354825,0.9860317487365236,-0.0847228467464447,-0.05539100989699364,-0.994863748550415,-14.85182952880859,-5.529380798339844,11.78993225097656,-1,2,,,,,0,,,0
1706570442.743991,65,315600.459221625,-0.1476898193359375,-0.108001708984375,-0.7737579345703125,315600.374082625,0.5793944001197815,-3.461367130279541,-0.2559897005558014,315600.401627625,0.3033578286675812,-0.4405360382297325,0.127739847717406,0.1922638267278671,-3.6733078956604,-0.09263588488101959,0.5598976016044617,-0.0197935551404953,0.01734703779220581,2,0.09451554194390037,-0.2061311882562545,0.1333612265059256,0.9647754484037692,-0.4229500293731689,-0.1273927390575409,-0.8971534967422485,-9.608665466308594,-5.699371337890625,17.40257263183594,-1,2,,,,,0,,,0
1706570442.847802,66,315600.559385625,-0.418365478515625,-0.1338653564453125,-0.4234619140625,315600.474246625,0.1155361831188202,-3.440893888473511,-0.2012492269277573,315600.501791625,0.2945400550362425,-0.7989081886100794,0.1439848947889736,0.104071132838726,-3.427948236465454,-0.3048900067806244,0.4408385753631592,0.03548616170883179,0.05417889356613159,2,0.1224710779296549,-0.3739851059039868,0.1071639054600829,0.9130454131789446,-0.709179699420929,-0.1434879004955292,-0.6902719736099243,-2.187705993652344,-6.243106842041016,20.30451965332031,-1,2,,,,,0,,,0
1706570442.944404,67,315600.659548625,-0.677276611328125,-0.16632080078125,-0.263946533203125,315600.574409625,0.327521413564682,-2.978595018386841,-0.3211338222026825,315600.601954625,0.2990958436218893,-1.117861775839909,0.1900792168395088,0.5115339159965515,-2.813669919967651,-0.4820168018341064,0.3401559591293335,0.05012746155261993,0.07410326600074768,2,0.1582079418228964,-0.5100078549479914,0.07598785718189072,0.8420736995645424,-0.8829721808433533,-0.1889366805553436,-0.4297244846820831,4.896392822265625,-6.120761871337891,20.48538208007812,-1,2,,,,,0,,,0
1706570443.048313,68,315600.759712625,-0.769866943359375,-0.2301177978515625,0.1993560791015625,315600.674573625,0.4010936319828033,-2.433096408843994,-0.4277018010616302,315600.702118625,0.3260020469237944,-1.369283233980738,0.2373111204120557,0.3358522653579712,-2.103232383728027,-0.3034527003765106,0.2376907467842102,0.002378195524215698,0.1175315082073212,2,0.192388637793707,-0.6047440530499126,0.05095676340219963,0.771151462167135,-0.9523055553436279,-0.2350899577140808,-0.1945424824953079,10.29638671875,-5.137874603271484,18.58976745605469,-1,2,,,,,0,,,0
