loggingTime,loggingSample,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionHeading,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,deviceID,deviceOrientationTimeStamp_since1970,deviceOrientation,label
1706569812.771317,385,315098.7221627917,-0.0072174072265625,-0.467620849609375,-1.052383422851562,315098.7221627917,-0.1970912367105484,-2.586713790893555,0.4677022099494934,315098.6958697917,0.9916851035905296,0.280122242859909,0.3471924903743599,0.2089784890413284,-2.834073305130005,0.7686939835548401,-0.1696291565895081,-0.03123137354850769,-0.3246685862541199,2,0.08501492513691999,0.202318811255688,0.485242160914675,0.8463921308040412,0.2599764466285706,-0.3402591645717621,-0.9036791324615479,0.7285308837890625,23.7840576171875,2.137908935546875,-1,2,,,,,0,,,0
1706569812.873884,386,315098.8223247917,-0.1979217529296875,-0.280364990234375,-0.9720306396484375,315098.8223247917,-0.9229727983474731,-2.005025625228882,0.51397305727005,315098.7960317917,1.064693386298997,0.03394218257362507,0.3294317356478953,-0.8590178489685059,-2.227737903594971,0.4834087193012238,-0.1477724313735962,-0.08147823810577393,0.1661708950996399,2,0.1327641870900489,0.09763710814542115,0.5030123698302043,0.8484216737895882,0.03211082145571709,-0.3235053718090057,-0.9456813335418701,2.125083923339844,23.8133544921875,1.394973754882812,-1,2,,,,,0,,,0
1706569812.97159,387,315098.9224867917,-0.3452301025390625,-0.1799163818359375,-1.116485595703125,315098.9224867917,-0.6377019286155701,-1.774844527244568,0.09080474078655243,315098.8961937917,1.081270217241093,-0.1803755976223277,0.2348908490595865,-0.8749381899833679,-1.696438550949097,0.07839808613061905,-0.1468926072120667,0.0112248957157135,-0.2275034785270691,2,0.1460916399492855,-0.01662573632911158,0.5000093907832605,0.8534467884121125,-0.1744727492332458,-0.2327368259429932,-0.9567616581916809,2.582901000976562,23.65193176269531,2.000991821289062,-1,2,,,,,0,,,0
1706569813.074194,388,315099.0226487917,-0.56109619140625,-0.325042724609375,-0.858612060546875,315099.0226487917,0.8697777390480042,-2.711220741271973,0.6580449938774109,315098.9963567917,1.12045723116534,-0.3820517223266199,0.221013633501052,1.005128622055054,-2.286396265029907,0.9018298983573914,-0.02480870485305786,0.08549058437347412,-0.04927396774291992,2,0.1919999070061498,-0.1023252735130857,0.5007937868472051,0.8377775817481929,-0.3637563586235046,-0.2192187160253525,-0.9053311347961426,2.998283386230469,24.09768676757812,2.031951904296875,-1,2,,,,,0,,,0
1706569813.171837,389,315099.1228117917,-0.5721893310546875,-0.227783203125,-1.178604125976562,315099.0226487917,0.8697777390480042,-2.711220741271973,0.6580449938774109,315099.0965187917,1.170560882801771,-0.6076779102431304,0.2186107558942937,-0.9207678437232971,-1.44468629360199,0.0298367440700531,-0.0750269889831543,-0.09291039407253265,-0.1811072826385498,2,0.2510594479926218,-0.1903965619650962,0.4967778673264785,0.8086595672687318,-0.557373583316803,-0.2168736457824707,-0.8014366030693054,4.403518676757812,24.14423370361328,1.218795776367188,-1,2,,,,,0,,,0
1706569813.273897,390,315099.2229737917,-0.4439544677734375,-0.29656982421875,-1.278762817382812,315099.2229737917,-0.03736202046275139,0.1599465310573578,0.0633866935968399,315099.1966807917,1.140119103344059,-0.6858477369769861,0.172913957598183,-0.03946317359805107,-0.3218544125556946,0.1158483475446701,0.1846910715103149,-0.06175695359706879,-0.4801506400108337,2,0.2492482834065865,-0.2381266404372722,0.4819180498753565,0.8055594723150359,-0.6238848567008972,-0.1720535755157471,-0.7623419761657715,5.124305725097656,23.96544647216797,2.3448486328125,-1,2,,,,,0,,,0
1706569813.372326,391,315099.3231357917,-0.4935455322265625,-0.343658447265625,-1.414535522460938,315099.3231357917,0.02091806568205357,2.192967176437378,-0.3746505677700043,315099.2968437917,1.132076665541768,-0.6277534858906376,0.1703922381010945,0.02792315185070038,1.551389217376709,-0.3106726109981537,0.0996050238609314,-0.2056753039360046,-0.6400700211524963,2,0.2332912238140388,-0.2162430833860839,0.4860664635616252,0.8139739149920102,-0.5788225531578064,-0.1695689260959625,-0.7976282835006714,4.899528503417969,23.68707275390625,2.182968139648438,-1,2,,,,,0,,,0
1706569813.473275,392,315099.4232987917,-0.55352783203125,-0.2584686279296875,-1.350357055664062,315099.4232987917,0.1221243143081665,3.522361993789673,-0.5751056671142578,315099.3970057917,1.088824423374171,-0.3781330993512356,0.2010833549697653,0.1808893829584122,3.091802835464478,-0.6079660058021545,-0.2018513381481171,-0.1156225204467773,-0.4647669792175293,2,0.1811782328100753,-0.1089017719453644,0.4899802231981914,0.8457152890172089,-0.3617472946643829,-0.1997309774160385,-0.9106296896934509,3.192672729492188,23.81378936767578,2.700912475585938,-1,2,,,,,0,,,0
1706569813.572633,393,315099.5234607917,-0.3973388671875,-0.3087615966796875,-1.050567626953125,315099.5234607917,0.04719414189457893,3.633678436279297,-0.8267050981521606,315099.4971677917,1.030298417510442,-0.0116831226842666,0.2457190406898272,0.5862000584602356,3.717139959335327,-0.568842887878418,-0.4442954957485199,0.03474237024784088,-0.2464578747749329,2,0.1095003457323106,0.0553302531046931,0.4883197793367035,0.8639978029191573,-0.01133193541318178,-0.2432538270950317,-0.9698964953422546,1.923912048339844,23.36588287353516,2.6082763671875,-1,2,,,,,0,,,0
1706569813.674677,394,315099.6236227917,-0.061920166015625,-0.2135467529296875,-0.8668975830078125,315099.6236227917,1.084424495697021,3.442803859710693,-0.391926497220993,315099.5973307917,0.9586711153537304,0.3898972079978179,0.2547087116834887,0.9217039346694946,3.746659755706787,-0.3368777632713318,-0.4711170196533203,0.1183575093746185,-0.1835221648216248,2,0.02194541822654721,0.227958882434484,0.4706205584120095,0.8520971313003287,0.3678302764892578,-0.2519635260105133,-0.895106315612793,-0.380523681640625,23.36952972412109,3.771804809570312,-1,2,,,,,0,,,0
